links,names,followers,emerge_date
riverkinn,RiverKinn,7265,06/04/2020
yungmeezyboi,YungMeezyBoi,383,09/06/2019
yo-chill-1,¡Yo Chill!,434,12/31/2016
rickylagoon,RICKY LAGOON,1931,07/10/2020
packswayze,Pack Swayze,13014,05/27/2019
fourski,four (@fourfourfour___),1423,07/01/2020
kidakami,KIDAKAMI,304,11/17/2014
fy10fy10,FY10,272,02/18/2018
upse-t,upse-t,275,12/20/2020
la-casa-urbana,La Casa Urbana,46098,08/30/2018
cawnuhr,cawnuhr,255,01/02/2021
institute4,Institute,830,12/21/2018
cxrleonehoe,weeler,1306,01/01/2019
lilpresley,2kPresley,116,02/09/2018
danielsgone,daniels gone,1326,05/21/2020
f_lp,floppie,2035,03/09/2016
wayvwrld,wayvwrld,769,02/05/2020
trizzy-grams,Trizzy Grams,403,03/26/2020
phoebebridgers,phoebe bridgers,11921,12/10/2017
rvr3visuals,R V R 3,1882,04/15/2017
selfmadekeo,bby keo!,1034,10/07/2020
yberuv,DJ COMP_,220,04/29/2020
knifeprtyy,knifeprty,162,10/30/2020
dirtyclub01,dirty!,786,03/12/2019
notimebeatz,notime,1437,08/25/2018
swamithealchemist,Swami Uchiha,6027,05/15/2020
erosfuck,EROS,398,01/09/2021
user-730530758,IFeelLikePlayingSimCityStraightFromAFloppyDisk,393,07/30/2020
prodlilstack,stack?,309,11/16/2018
twindildos,twindildos,0,0
iwalkonheads,HEADS aka iwalkonheads,413,11/15/2020
truly-based-777245237,Truly Based,122,11/09/2016
datpizz2,DatPizz,1001,11/02/2017
user213871705,Karamel Bitch (@karamelchoker),277,10/10/2020
stillxcal,@40XCAL,379,02/02/2021
hikomomoji,hiko momoji,5347,03/24/2016
gamboa4,Aaron Gamboa,166,08/18/2018
killadellzamerkya,Deadface_wtf,664,05/14/2015
cat_naps,cat naps,3203,02/02/2018
rarri223,CRASH RARRI,12688,07/19/2019
user-247074481,BONTANAMECANDY,366,01/20/2019
bahp,bahptise,224,07/30/2019
c3of,Papa Sleep,2250,05/18/2018
milliondollababyy,MDB (Milliondollababyy) @𝘮𝘥𝘣𝘧𝘢𝘴𝘩𝘰,506,12/01/2020
srrybouturshoes,@srrybouturshoes,249,11/27/2019
soph-yuh,soph,839,12/24/2018
fablesss,fables,317,05/03/2021
kazunocobit,kazunocobit,689,03/06/2020
ezip,ezip,245,10/01/2020
daksugden,daksugden,1162,08/13/2019
2gramcam,2GramCam,3854,04/16/2019
st_ezy,st_ezy,488,05/19/2020
mfzeph,MF Zeph,222,12/18/2020
ultraelfboyz,ULTRA ELF BOYZ,128,09/01/2020
yngsn,YNGSN,1239,02/14/2016
night-spawn,✧ charms ✧,378,02/10/2019
pistol-pete-202036749,Ola Runt,6937,03/15/2019
kameron-berry-2,yung_spiritual,152,07/30/2016
contactonline,CONTACT Online,227,11/01/2020
collectivexiii,*Collective XIII*,127,08/14/2019
4-orange-florida,4 ORANGE FLORIDA,3568,11/06/2014
kyokuusei,Kyokusei,396,02/19/2019
shibeket,shibeket,144,12/21/2020
thirddeye,thirdeye,294,06/29/2019
crydermanofficial,cryderman,1893,10/01/2018
exclusivegames,exclusive games!,252,08/15/2018
brrayans,buu,2929,11/19/2020
yxnggaslilbih,yxnggaslilbih,0,0
thegreatkoda,koda,411,10/22/2019
user-68821413,v1txxk,142,09/10/2020
xzktz,xz!,149,05/15/2019
manga,yuxa,245,01/17/2020
bluffaplug,Bluffa Plug,283,03/18/2020
cursedones,TR3,827,04/18/2020
killedinfluence,killedinfluence,141,12/28/2019
lilpetros,Payroll,1409,02/01/2019
rybundy,RyBundy,6952,01/01/2017
prodslave,slave,157,06/04/2020
wickyabg,wicky,314,03/09/2021
veinwires,wirecutter,185,12/18/2020
gushoe,Gus00s,519,07/13/2016
hassan2k,hassan2k,655,09/18/2018
bukubandz,Buku Bandz,5065,06/27/2017
bandocasht,BandoCashT | Bando Music Group,497,04/29/2018
futuristicideasz,Futuristic'Ideasz,1540,10/04/2013
absofacto,Absofacto,11030,07/18/2017
tripple777,TRIPLE777,6705,01/09/2020
yogabbagabbaboi,Asher VS,441,03/18/2015
dubstepking,The Elektro King,658,09/26/2011
exoticrew,ExotiCrew,9337,03/25/2016
leg4spy,legaspy,182,10/17/2020
snipztea,SNIPZTEA,243,06/25/2020
aikojinji,Artur,833,12/28/2017
versuni,Versuni,649,07/25/2018
globebwoy,globebwoy,599,10/20/2018
10kreditkarten,10kreditkarten,204,03/30/2020
wiscompton69,PURE ANNA,2447,09/24/2018
svperr,svper! (@svperbeats),439,06/03/2020
yungjudo,U4L Judo,594,04/29/2019
n1_kai,kai virtual,279,08/31/2020
user-62857714,44Wase★(@44wase),727,12/31/2019
rheyr,RHEYR,614,04/30/2019
lil-pokedexxx,lil pokedexxx,798,04/30/2018
therealsilento,TheRealSilentó,10688,04/08/2017
fat-mane,Fat Mane,692,11/29/2015
steveleanbeats,Steve Lean,6065,10/27/2014
cashspmg,SpCash,1813,02/29/2016
1400jp,JP ⚡ツ,115,05/06/2020
jjamante,jamante,118,06/18/2019
atlantic-records-uk,Atlantic Records UK,130545,02/16/2010
cjbonzi,Obliquity,107,09/02/2016
sebdanks3,seb danks 3,106,10/08/2018
prodtir3d,tir3d,262,01/12/2021
clubshini,gates,306,02/13/2020
bloodsucking,D,1072,03/10/2020
cvlurjyeg8j2,Billionaire Radio,207,04/20/2018
hexgrl,CLIP,4350,04/12/2020
angrybirdvevo,angrybirdvevo,0,0
acot_acot,ACOT,18888,09/20/2016
dmorris760,DMORRIS,453,10/29/2020
axo219,axo,352,06/29/2020
tylayaweh,Tyla Yaweh,42103,04/08/2018
shtreetwear,Solacing,180,02/20/2017
rsgf,rsgf,1408,07/07/2018
killamadeit,Killa Made It,523,11/05/2014
og-icxxy,og-icxxy,0,0
fairdawn,fair dawn,7,04/30/2021
mc-double-zed,double.zed,421,03/17/2020
gunkiid,GunK (@okgunk),634,05/17/2019
bhristo,Bhristo,225,09/09/2019
neuromya,neuromya,534,03/28/2019
goosc,goosc,362,11/30/2016
joel-martinez-290083547,joel-martinez-290083547,0,0
trill-sammy,Trill Sammy,251044,06/07/2016
mansamusa29a,MM29A,229,12/30/2016
prodbywardo,stilltrappin!,245,03/21/2021
imnotmelrose,imnotmelrose (@SWEXSTAR),1206,01/05/2018
fukcortez,CORTEZ,395,08/22/2019
boutgwolla,Gwolla,214,07/12/2016
westlygxld,WESTLY,756,10/23/2018
svpphire_rvin,r◊in,266,01/26/2020
randyprovolone,Randy Royale,2427,04/13/2017
oozlybeatz,Oozly🔯🌠,196,06/21/2020
prodguru,Gurushawty,645,06/26/2019
emilyjunemusic,Emily June,372,05/26/2017
rozaforza,roza!,154,04/08/2019
gweiloghost,Gweilo Ghost,583,05/25/2019
gearbox-digital,Gearbox Digital,24160,06/01/2017
trillawolf,✞RI└└AWULƒ,1077,07/30/2015
yellabandanna,YellaBandanna (@yellabandanna),1845,04/11/2018
1i4m,liam,183,04/20/2019
marcochxn,marcochxn,369,08/02/2020
sickobornfrompain,Sickö,2308,11/15/2020
maqtwentytwo,maq 22,391,12/13/2018
younginjp,Youngin JP,523,08/02/2020
1miind,miind,5110,02/09/2019
controlr,ctrl+r,4350,09/22/2013
trentehuite,38 (@rosalie_du_38),254,06/26/2019
lingolingolingo,Corporate Lingo,1361,06/09/2017
sace6,sace6,911,01/20/2020
prettyboyronmusic,pretty boy ron,1331,09/08/2018
user-840724212,oniyuri,505,09/20/2018
okaminokami666,okaminokami,6466,07/18/2018
madjaxbitch,MADJAX,4090,12/20/2019
umainferno,UMA (@UMAINFERNO),357,10/13/2019
3rdworldwitch,3RD WORLD WITCH,526,05/19/2018
groovycoop,GROOVYCOOP,2135,05/10/2017
atl8a8y,ATL 8A8Y,322,06/09/2018
dexxstarrr,Dexx-$tarrr,210,10/04/2019
luvistrash,luvistrash,424,06/15/2020
alm1ghtyx,almightyx,689,05/18/2020
hatesonny,sonny (@hatesonny),2658,11/26/2018
v_munoz01,ytmunoz,255,03/22/2018
yungmfxance,YUNGXANCE | Bando Music Group,443,05/10/2018
nfract,Nfract,1197,08/22/2020
astrologybeats,astroo,385,11/23/2017
themindmusic,theMIND,15238,01/16/2016
snoozedx,snoozed,381,02/07/2020
meetbythecreek,Dieheart (@meetbythecreek),2283,02/13/2018
ueki_thebeast,Angelic.TYNXAY,231,02/04/2019
nate-jones-73,DON JONES,875,10/27/2018
alexseibelorsomething,♡☆Alex Seibel☆♡,745,08/23/2016
youngzion,YOUNG ZION,255,05/07/2013
mewsyc,mewsyc ツ,1085,06/07/2018
space914,SPACE914,10674,11/01/2017
whiteyes,WHITEYE$|VF..,1545,08/10/2019
kenshinsfuneral,kenshinsfuneral,0,0
1smokeg,1SmokeG,351,06/16/2017
jason_k-10,$aiko,420,04/29/2019
aye,zjsq,431,09/18/2019
truly4l,4L,150,01/08/2018
chanlom,flexahoe,132,02/14/2020
rcg-melo,RCG Melo,3581,05/23/2017
hakushi-hasegawa,長谷川白紙,7411,01/03/2017
m33pcast1nsp3lls,meep  ( ˘͈ ᵕ ˘͈♡),148,11/28/2019
fuckthapopo,M0,108,07/12/2018
feelingfatigue,feelingfatigue,781,05/13/2017
bigbluntcoco,CocoFinesse,1783,03/21/2017
buttonmaker,Button Maker,468,08/12/2020
lofipwr,[ p w r ] / brn.l,261,01/28/2018
issamess,young mess,1380,09/01/2020
applepipe_ethan,DJ Applepipe,333,10/31/2016
user-564739662,uzo!,232,06/23/2019
almightyhuey,AlmightyHuey,515,01/09/2020
talibangangshit,YBAXAY,2280,02/08/2017
lolxanity,xaxanity,1346,10/20/2020
teacup254,mr. teacup,231,01/14/2021
audiopornrecords,AudioPorn Records,21788,06/12/2012
levaynevercomingback,halfdeadvay,290,01/08/2018
brainbakerymag,RARE THOUGHTS,1610,11/20/2020
explodinginsoundrecords,explodinginsoundrecords,6677,05/02/2015
toby1023,1023(@1023DJ),180,01/21/2020
kraysantana,Kray,136,12/22/2020
sebdankss2,seb danks 2,111,08/10/2018
nofriendssniper,nofriends007,316,08/13/2020
killaufc,BLUE EYE FRED,303,12/11/2014
karamelprinses,Purity Princess,176,09/18/2018
demonbloodd,"^,,^",928,10/04/2020
syuce,Syuce,440,08/09/2020
slimerichsativa,slimerichsativa,0,0
rxm-n,los†wun  ツ☁,351,06/14/2014
happyliketheworld,fkainternetuser,607,09/03/2018
gabrielg321,gabe,446,08/13/2017
attackonthecoast,attackonthecoast,993,05/26/2018
deejaysonido-urquizo-tm,DeeJay'SonidoﾟUrquizo™♬,227,06/13/2013
rareartpoetry,ｂeｏｗｕl f,17344,11/09/2017
misguidedjorgesus,Jorgesus Christ,384,05/20/2014
legacymusictv,Legacy Music,320,09/28/2017
2oo4life,2oo4,1147,08/23/2016
blacksocietyrecords,BLACKSOCIETYRECORDS,5051,12/18/2014
chanelfather,chanelfather,537,10/07/2020
luvstawr,$tardg,546,11/09/2018
dr4kkula,Enter your display name. You can change it later.,15,0
yostar-t,Yostar,592,09/28/2019
skrxwd,skrwd,416,07/01/2020
lail_oken,lail_oken,0,0
echalty,Echalty,6084,10/08/2015
yoo_byrd,N@te!,231,02/16/2017
siddhartha_dabbington,Siddhartha,439,03/22/2017
errorsinside,ERROR SVI,5923,12/12/2018
ycdg,Yungcløuddagød,360,03/01/2019
mc_squar3d,MC_SQUAR3D,103,01/21/2018
sae_online,sae,991,12/29/2017
raresaucebeatz,So Much Sauce,2227,09/26/2016
cyber9k,cyber9k,289,02/16/2021
johndoe_bit,JohnDOE,1066,02/16/2020
astros4,ASTRONOMIKAL,497,06/02/2018
glizz2700,glizz2700,245,12/06/2020
1mally,Mally Bandz,5790,03/03/2018
dock-hellish,DOCK hELLISh,637,02/24/2018
user-826747992,Nosebleed,167,05/07/2018
user-711600288,✞ichiyouaredead⛥,156,11/20/2020
chilloud,@chilloud,589,09/15/2020
notkomatose,Komato$e,1037,11/01/2016
kehz,kehz #lastkings,315,12/29/2018
iamklonic,klonic,313,12/18/2019
foreigntaeo,Taeo,1183,05/27/2020
starryissorry,starry,233,01/29/2021
nekubeatz,n̶e̶k̶u̶,102,05/15/2021
mysticalmindset,Madame Shar,186,12/06/2016
guapezy,Guapezy,222,08/10/2018
funccyhz,🎹 Hz. 🎹,555,10/25/2017
aolbeats2,AOL,204,06/19/2020
2burbo,2burbo,2032,12/07/2017
nuttyterrorowen,nuttyterrorowen,119,06/25/2019
bxney,@boneyxo,563,06/19/2020
7kmotorola,7kMotorola,145,07/01/2017
mikeylefleur,MIKEYLEFLEUR,331,06/24/2019
foolburgundy,fool,666,10/23/2018
lilrambobeats,Lil Rambo Beats,1706,06/19/2016
shuwu,26sam,246,10/27/2019
certitude4444,CERTITUDE,572,07/05/2012
rainvgm,𝑹𝑨𝑰𝑵 🌧️,414,03/24/2017
itswanglee,WANGLEE,367,0
mileenasy,mileena,2946,09/07/2016
zeromarginreality,zero margin reality,409,07/11/2018
helooksad2,helooksad2,0,0
eriksanders,Erik Sanders,935,02/05/2016
breezeparkfm,BreezePark,3458,04/13/2015
franchisedidit,FranchiseDidIt,819,12/23/2016
jaycoonce,Jay Coonce,370,10/27/2017
hateonloheart,LO\u003c3(LO HEART)aka DRIP,481,03/31/2017
luxxisdead,luxx! (@luxxisdead),364,10/04/2019
waltflames,Walt Flames,962,09/18/2017
user-874699412,Yvng Chucky,128,02/14/2019
prodchroma,prodchroma,0,0
lost8,lost8,677,10/04/2020
yungototoxic,Ototoxic (A.K.A. The RoboMessiah),49,02/17/2021
lil_lostboi,"lil lostboi (╯︵╰,)",522,06/10/2017
souljachase,souljachase,804,07/21/2015
losemygrip,LoseMyGrip,1198,04/25/2018
earldawgit,EARL DAWGIT,172,10/01/2019
anigiri,anigiri,391,11/05/2020
user-299571239,mckel 2,175,10/16/2019
prodaura,prodaura,0,0
offlineuser30,userthirty,149,12/13/2020
yomontop,red amps,351,04/08/2020
shopboykwesi,KWESI,1831,03/07/2017
listenverycarefully,aleks,323,07/30/2019
vendddeta,Vendetta,5415,03/10/2019
alijah4k,Alijah4k | NMG,212,03/01/2020
rad-ice,PYNKIE,1515,06/10/2016
cybershawty1,Felicia,313,06/28/2015
zaymoors,x a y(@dearxay),549,02/24/2020
daexan,daexan,440,12/02/2020
loukeman,loukeman,2276,09/01/2016
destroluv,destroluv,149,10/30/2019
user-832425628,user-832425628,0,0
cogicogi,COGI,1107,04/08/2018
exiledmoe,『exiledmøe』,380,03/24/2019
skaermf,✨*:･ﾟ✧ Skærm Følelse *:･ﾟ✧✨,410,05/22/2016
kidkeva,kidkeva,1113,07/02/2017
obixcheusgybc,USGYBC,1897,08/25/2017
ghettostarzliveforever,@GhettoStarz,184,08/04/2017
stargate100,stargate100,268,01/23/2021
baq5,Baq5,8134,04/21/2014
lstngt,LSTNGT,859,01/20/2017
gr3bb0,gr3bb0,164,12/30/2016
fucklilprada,LSG PRADA,2448,02/24/2019
fetti-sav-890943219,Savage K3N,239,12/14/2018
lildoubt,DOUBT,1122,02/20/2018
drowntogadrown,drownwithtoga,585,08/22/2019
gloom3,gloomE ⛈,970,02/20/2018
margielajeans,Margiela Jeans,276,07/25/2019
carl-gari,Carl Gari,1611,04/04/2018
1zoti,zoti,340,08/07/2020
aquariiius,aquariiius ☁️,483,12/30/2019
officialwerdna,𝘿𝙉𝘼,10886,05/05/2016
soundcloud-scenes,Scenes: Indie,5940,0
angelmurder,ANGELMURDER,751,07/31/2019
temporxry00,temporxry,543,01/01/2018
wrkdprtmntrkrds,WORKDEPT AUDIO ®,281,08/18/2016
sphinxkuntus,sphinx,104,07/31/2018
kestrobands,kestro,163,09/17/2019
ajquestionmark,ajquestionmark,1562,10/15/2016
ocyris-northcyde,Ocyris,316,02/17/2018
hushinsilence,HUSHINSILENCE,1030,07/26/2020
math-uu,math_uuuu,988,10/24/2019
spookl,sp,242,05/07/2020
p1x2001,p1x,571,09/17/2020
jtrawwwww,JTRAWWWW,550,11/21/2016
guillotine-shawty,BIG KIRBY,458,12/28/2017
slimedagarbagemane,SLIME DA GARBAGE MANE (@lilxslime),1158,06/02/2018
dnfjay,DNFJAY,2028,01/20/2020
downhill_from_here,Downhill2k01,264,09/13/2018
user-440194288,user-440194288,0,0
vyebeatz,vyebeatz,161,01/01/2014
d_koolin,@dkoolin,695,08/31/2019
prodbyinvi,invi (@khxinvi),254,01/20/2019
lilcrunchyboi,crunch,541,05/22/2018
mizeri5k,mizeri5k,0,0
bundie-browon,Tony 6lunt / We$t$iDeTony,326,08/26/2016
lilduckk,WellFed,327,06/27/2019
onegrimori,Grimori,300,10/30/2020
illsaberr,Ill$aberr,391,05/16/2020
dj-mario-on-the-track,DJ Mario On The Track,825,04/06/2016
soskidx,KIDx,9749,09/03/2018
doomshoprecordsblog,DOOMSHOP RECORDS,22330,03/06/2016
richamiri,Rich Amiri,1301,04/18/2020
kiddiechiquito,𝕶𝖎𝖉𝖉𝖎𝖊 𝕲𝖝𝖓𝖟𝖝𝖑𝖝𝖘𝖘,1189,04/30/2020
xxemosceneangelxx,xX☹Emogotchi | Lord Wavy☹Xx,1002,12/01/2016
eaceased1xel,DEACEASED,1119,12/04/2019
takedowngang,tdg,289,03/22/2016
2004muts,2004muts,232,03/20/2020
mahalslickraps,Mahal Slick,908,03/28/2018
lilwatergodmane,@1lilwatergod,294,11/08/2019
momrockfan95,SUSAN GUCCI,442,04/11/2017
dombreezytoosleepy,#brz,166,07/23/2020
typicaledmon,Edmon,660,09/08/2019
ukaju,ujaku,597,10/09/2016
bandedupkelo,BandedUpKelo,1355,08/21/2016
sleeplessxcity,sleepless X city,219,05/09/2017
1poohy,Poohy,191,0
nanixanbigoniichan,nanixanbigoniichan,0,0
84solem,84solem,0,0
donchristian,donchristian,0,0
mrfrander,mrfrander,0,0
therealclink,therealclink,0,0
user-745148023,user-745148023,0,0
slop-culture,slop-culture,0,0
likeaglock,likeaglock,0,0
1aboc,1aboc,0,0
yukiyanagi,yukiyanagi,0,0
toopristine,toopristine,0,0
prodalxne,prodalxne,0,0
pik6sso,pik6sso,0,0
lilkishi2k,lilkishi2k,0,0
skwiiid,skwiiid,0,0
oldieivory,oldieivory,0,0
yungktm,yungktm,0,0
sshutdowwn,sshutdowwn,0,0
user-339130511,user-339130511,0,0
hoshi-ultra,hoshi-ultra,0,0
safarisafarisafari,safarisafarisafari,0,0
fairdefeat,fairdefeat,0,0
ryanleahan,ryanleahan,0,0
beatsbytweak,beatsbytweak,0,0
bear,bear,0,0
mykkiblanco,mykkiblanco,0,0
adamdawda,adamdawda,0,0
codynexiii,codynexiii,0,0
whiteproductions,whiteproductions,0,0
ccc_01,ccc_01,0,0
unreleasedtakeover,unreleasedtakeover,0,0
weight,weight,0,0
supremosworldtrap,supremosworldtrap,0,0
kymikr,kymikr,0,0
whorecity,whorecity,0,0
kinjaay,kinjaay,0,0
slowxdance,slowxdance,0,0
djdany212,djdany212,0,0
ogbrack,ogbrack,0,0
crayonsbeats,crayonsbeats,0,0
yeeeeahdawg,yeeeeahdawg,0,0
musoupot,musoupot,0,0
bbymxncler,bbymxncler,0,0
drinkmorealoe,drinkmorealoe,0,0
bokoeduif,bokoeduif,0,0
nanoray,nanoray,0,0
rainsdeaf,rainsdeaf,0,0
kkalm01,kkalm01,0,0
moecollective,moecollective,0,0
nevermetagirl,nevermetagirl,0,0
hooliworld-wide,hooliworld-wide,0,0
huzzygurl_18,huzzygurl_18,0,0
alvinklein,alvinklein,0,0
drdread34,drdread34,0,0
dontcriii,dontcriii,0,0
fifth-element-593167076,fifth-element-593167076,0,0
bashykkk,bashykkk,0,0
rosy2096,rosy2096,0,0
kashimotu,kashimotu,0,0
m_e_r_s_o,m_e_r_s_o,0,0
djkillac-1,djkillac-1,0,0
yungxweej,yungxweej,0,0
prodcsm1,prodcsm1,0,0
prodbyjon,prodbyjon,0,0
yung-tilapi,yung-tilapi,0,0
0rdinate,0rdinate,0,0
distortionthe1,distortionthe1,0,0
donsuavetrapwithcartel,donsuavetrapwithcartel,0,0
exotonia,exotonia,0,0
george-vonn,george-vonn,0,0
burnkas,burnkas,0,0
out-of-breath-records,out-of-breath-records,0,0
pershingbeats,pershingbeats,0,0
j999999999999jjjjjj,j999999999999jjjjjj,0,0
woahseven,woahseven,0,0
chrisdeezy1800,chrisdeezy1800,0,0
vintageloud,vintageloud,0,0
perfectplug,perfectplug,0,0
prod_teagen,prod_teagen,0,0
thejimmycollins,thejimmycollins,0,0
therealendgame,therealendgame,0,0
7ovejoy,7ovejoy,0,0
9anyal,9anyal,0,0
4kmirage,4kmirage,0,0
thelunacy,thelunacy,0,0
speech315,speech315,0,0
sauce1up,sauce1up,0,0
nausea,nausea,0,0
123dtg,123dtg,0,0
02bronco,02bronco,0,0
swanlaak,swanlaak,0,0
boxol,boxol,0,0
eqmadeit,eqmadeit,0,0
hug-habitat,hug-habitat,0,0
itsjustcozy,itsjustcozy,0,0
killedbykira,killedbykira,0,0
heartbreakclub3,heartbreakclub3,0,0
13angels,13angels,0,0
omgtrippygod,omgtrippygod,0,0
gexxx,gexxx,0,0
grows,grows,0,0
popstar263,popstar263,0,0
iacon,iacon,0,0
nate_curry,nate_curry,0,0
svdfvced,svdfvced,0,0
7571,7571,0,0
user-160090608,user-160090608,0,0
katanaboyllama,katanaboyllama,0,0
realoneout,realoneout,0,0
goth-luv,goth-luv,0,0
user_549876788,user_549876788,0,0
mizari-reinhardt,mizari-reinhardt,0,0
lilcoffin,lilcoffin,0,0
unkochinkomanko,unkochinkomanko,0,0
evil777,evil777,0,0
1nno,1nno,0,0
trapism,trapism,0,0
devules,devules,0,0
overcastdreams,overcastdreams,0,0
djunivrse,djunivrse,0,0
valorr,valorr,0,0
tyzentheiceking,tyzentheiceking,0,0
0shoob,0shoob,0,0
blackfridvy,blackfridvy,0,0
xheffie,xheffie,0,0
louiscampr,louiscampr,0,0
dopesickatl,dopesickatl,0,0
lucariosdead,lucariosdead,0,0
soundbyniko,soundbyniko,0,0
nilanyaa,nilanyaa,0,0
samaee,samaee,0,0
user-306729072,user-306729072,0,0
gremlin2k19,gremlin2k19,0,0
asoneprod,asoneprod,0,0
user-104324249,user-104324249,0,0
y2tnb,y2tnb,0,0
wavyaesthetic,wavyaesthetic,0,0
sailxr007,sailxr007,0,0
lil_designer,lil_designer,0,0
lust_4_life,lust_4_life,0,0
navybluedwyer,navybluedwyer,0,0
7brjhkpztavnph9zgbshpjcb,7brjhkpztavnph9zgbshpjcb,0,0
honeycoma,honeycoma,0,0
radion-alexievich-drozdov,radion-alexievich-drozdov,0,0
fatemotion,fatemotion,0,0
aolbeats,aolbeats,0,0
akiranarita,akiranarita,0,0
guapsensei,guapsensei,0,0
deadbeatvillains,deadbeatvillains,0,0
juicebox696969,juicebox696969,0,0
1800tommy,1800tommy,0,0
doxxworld,doxxworld,0,0
leelshotty,leelshotty,0,0
stoneplate37,stoneplate37,0,0
lillefucker,lillefucker,0,0
rnrd3m0n,rnrd3m0n,0,0
lilcrunkmoney,lilcrunkmoney,0,0
ay2ai,ay2ai,0,0
darkhouseestudios,darkhouseestudios,0,0
accountkesambel,accountkesambel,0,0
dre_who,dre_who,0,0
shawnkallday,shawnkallday,0,0
trevinchy,trevinchy,0,0
nocape,nocape,0,0
soulzaydoomshoptx,soulzaydoomshoptx,0,0
jayspicethedon,jayspicethedon,0,0
100kjugg,100kjugg,0,0
hjckk,hjckk,0,0
lookatmeandlistin,lookatmeandlistin,0,0
sixfootslim,sixfootslim,0,0
mistah211,mistah211,0,0
boofinese,boofinese,0,0
choi-wav,choi-wav,0,0
silver900,silver900,0,0
yungseason-6,yungseason-6,0,0
luisproducedit,luisproducedit,0,0
1sonvta,1sonvta,0,0
umfang,umfang,0,0
paniniii,paniniii,0,0
stvndforsum,stvndforsum,0,0
deceased,deceased,0,0
whykoshi,whykoshi,0,0
denylbrook,denylbrook,0,0
fuck_da_government,fuck_da_government,0,0
animalxhouse,animalxhouse,0,0
koranto,koranto,0,0
babyatari,babyatari,0,0
nerosbeats,nerosbeats,0,0
mellowpains,mellowpains,0,0
raredell,raredell,0,0
elliottk,elliottk,0,0
leonvegasyeah,leonvegasyeah,0,0
l2share79,l2share79,0,0
fuckray,fuckray,0,0
phillyrotten,phillyrotten,0,0
usher95230,usher95230,0,0
vanburenmusic,vanburenmusic,0,0
destroyer_12,destroyer_12,0,0
crushclient,crushclient,0,0
samcntrl,samcntrl,0,0
selfexplanpg,selfexplanpg,0,0
spiderpicnic,spiderpicnic,0,0
killtheheretik,killtheheretik,0,0
zvcs,zvcs,0,0
officialreece,officialreece,0,0
speedsick,speedsick,0,0
kill-turbo,kill-turbo,0,0
pizzaxanax,pizzaxanax,0,0
similar-outskirts,similar-outskirts,0,0
0myn,0myn,0,0
fourteendays,fourteendays,0,0
osxchainmen,osxchainmen,0,0
syrealugly,syrealugly,0,0
brainfoam,brainfoam,0,0
lilferrari,lilferrari,0,0
armoniixd,armoniixd,0,0
bbsungod,bbsungod,0,0
wbevii,wbevii,0,0
wavycarti-16,wavycarti-16,0,0
clean-music-386239060,clean-music-386239060,0,0
flipsum,flipsum,0,0
numbdrugs,numbdrugs,0,0
uptownyute,uptownyute,0,0
hostildama,hostildama,0,0
istarrahpop,istarrahpop,0,0
emreunknown,emreunknown,0,0
architect00,architect00,0,0
vitamjn,vitamjn,0,0
exotic-mixtapes,exotic-mixtapes,0,0
detente11,detente11,0,0
ilybeamer,ilybeamer,0,0
girlslovekogami,girlslovekogami,0,0
itskil,itskil,0,0
cdr123456789,cdr123456789,0,0
backwoodzz,backwoodzz,0,0
fcgheem,fcgheem,0,0
toothgap,toothgap,0,0
prodbycamglo,prodbycamglo,0,0
flexru36,flexru36,0,0
vxuhriven,vxuhriven,0,0
yungimouto,yungimouto,0,0
omgglotrippygod12,omgglotrippygod12,0,0
lifeofarockstar,lifeofarockstar,0,0
purechoke,purechoke,0,0
gkrgkrgkr,gkrgkrgkr,0,0
throughtheflame,throughtheflame,0,0
chikebes,chikebes,0,0
w6k,w6k,0,0
lazy_doll,lazy_doll,0,0
thesomewhatusefultoast,thesomewhatusefultoast,0,0
iayze-archive,iayze-archive,0,0
samuel-online,samuel-online,0,0
nstlgaszn,nstlgaszn,0,0
baerobins,baerobins,0,0
nickjronthebeat,nickjronthebeat,0,0
wokstar8,wokstar8,0,0
duane-jackson-1,duane-jackson-1,0,0
yung-kakuzu,yung-kakuzu,0,0
redboyxo,redboyxo,0,0
ikebukuro,ikebukuro,0,0
55bagz,55bagz,0,0
ax888,ax888,0,0
youngharrybitch,youngharrybitch,0,0
ggtyjuan,ggtyjuan,0,0
worldwarblue,worldwarblue,0,0
